lng,lat
-97.103027,32.943626
-97.092838,32.95645
-97.097395,33.045645
-97.081626,32.926055
-96.990836,32.956557
-96.990836,32.956557
-96.940521,33.028122
-97.14835,32.9535
-88.34185,43.13902
-96.85948,32.903759
-96.844954,32.76022
-121.34927,38.588433
-85.95142,39.9646
-112.460745,42.871117
-97.641104,32.691812
-97.229994,32.921504
-96.818715,32.855514
-94.643068,38.976052
-97.002035,32.982982
-97.28418,32.918598
-97.128298,32.94283
-97.075231,33.099901
-97.177598,32.935586
-97.160704,32.926822
-97.208719,32.933724
-97.264504,32.949347
-97.069704,32.993378
-96.795647,32.767588
-96.803006,32.810331
-97.538373,35.539823
-97.161121,32.947704
-97.201333,32.997028
-86.670461,33.390523
-97.143426,32.964394
-97.139402,32.922224
-97.080885,32.925616
-97.145855,32.907605
-96.423673,32.793153
-96.853879,33.235857
-97.050062,33.010126
-97.175332,32.977641
-97.297745,32.7897
-97.177377,32.944109
-97.14023,32.96041
-97.111597,32.90266
-97.145955,32.963566
-97.281859,32.915185
-97.133216,32.930645
-101.890422,33.537525
-96.849529,32.905881
-73.24479,42.94503
-97.210005,32.922139
-97.128804,33.095848
-97.128804,33.095848
-95.547854,29.564267
-97.236592,32.90098
-96.885215,33.148711
-96.885215,33.148711
-97.121927,33.103557
-97.463009,32.70366
-97.261202,32.921237
-97.261202,32.921237
-97.212008,32.905673
-97.212008,32.905673
-97.420867,32.615352
-97.420867,32.615352
-97.120371,33.095987
-97.02149,33.052972
-97.02149,33.052972
-97.190293,32.877709
-97.190293,32.877709
-97.46081,32.7618
-96.966682,32.930017
-97.280026,32.905634
-97.280026,32.905634
-77.028417,39.560546
-77.028417,39.560546
-97.087272,32.596694
-97.271572,32.905765
-97.271572,32.905765
-97.14961,33.12382
-97.14961,33.12382
-97.245659,33.008376
-97.245659,33.008376
-97.164189,32.95691
-97.164189,32.95691
-96.979154,32.824827
-96.979154,32.824827
-96.979154,32.824827
-97.12536,33.154982
-97.12536,33.154982
-97.140399,32.960161
-97.140399,32.960161
-97.067295,32.859929
-97.067295,32.859929
-97.078207,32.93191
-88.442295,42.317273
-97.179209,33.014325
-97.356106,32.871988
-97.160519,32.847138
-96.820789,32.8192
-97.234561,32.920574
-97.177515,32.966548
-97.40364,32.884441
-74.114349,40.574368
-119.901151,36.959852
-97.21532,33.007004
-97.246212,32.929663
-97.131557,32.880421
-97.232815,32.882974
-97.083621,32.849127
-96.988899,32.988403
-105.07515,39.944783
-96.366733,42.480287
-97.203726,33.123987
-97.206527,32.928921
-97.206527,32.928921
-97.206527,32.928921
-97.22973,33.009623
-97.186896,33.009672
-97.186896,33.009672
-101.978714,35.224133
-101.978714,35.224133
-97.188608,33.012716
-97.147858,31.558649
-97.184443,33.015508
-97.230546,32.922066
-97.230546,32.922066
-97.230546,32.922066
-97.281515,32.959157
-97.204213,33.002782
-97.204213,33.002782
-97.141611,32.925118
-97.141611,32.925118
-97.087578,32.779664
-97.087578,32.779664
-111.233765,47.500881
-96.960449,32.933647
-96.65372,33.103466
-97.127133,32.928132
-97.130289,32.880728
-97.188308,32.95976
-97.064577,33.011921
-97.066776,32.933841
-97.194843,32.925602
-97.194843,32.925602
-97.194843,32.925602
-97.194843,32.925602
-97.153721,32.927838
-97.153721,32.927838
-97.114054,32.865139
-97.083778,32.82889
-97.083778,32.82889
-97.083778,32.82889
-97.146503,32.955363
-97.146503,32.955363
-97.041311,33.067119
-97.041311,33.067119
-97.57125,33.23285
-97.285975,32.922886
-97.111669,32.91551
-97.111669,32.91551
-97.175737,32.858765
-96.860977,33.089828
-97.106957,32.892116
-76.292987,40.152543
-97.167854,32.945795
-87.535439,33.126114
-97.169798,32.994827
-97.275142,32.916549
-97.275142,32.916549
-97.507706,33.059164
-97.173581,33.006073
-97.038653,32.982439
-97.1367,32.876972
-110.845984,32.235278
-97.13885,32.919985
-97.13885,32.919985
-97.268539,32.913932
-86.280418,32.439594
-96.955586,32.893347
-96.486573,33.905554
-97.118475,32.910915
-97.118475,32.910915
-97.209609,32.920859
-96.580391,32.961085
-71.072444,42.355058
-97.277747,32.93667
-96.986689,32.805422
-97.296696,33.444533
-96.986938,32.997854
-89.92173,34.879654
-97.173011,33.092511
-97.275142,32.916549
-97.162157,32.9907
-97.162157,32.9907
-97.162157,32.9907
-97.107303,32.892719
-97.107303,32.892719
-97.212956,33.000702
-97.204976,32.903571
-97.182594,32.991882
-97.043007,33.08043
-97.043007,33.08043
-88.396837,44.301226
-97.168014,32.990519
-97.168014,32.990519
-97.168014,32.990519
-97.127314,32.769864
-97.958824,32.671973
-97.175174,32.964665
-97.157683,32.931349
-97.157683,32.931349
-82.277792,28.815342
-97.236548,32.962916
-97.236548,32.962916
-97.236548,32.962916
-97.236548,32.962916
-97.236548,32.962916
-97.15314,32.921498
-97.15314,32.921498
-97.059118,32.799576
-97.191458,32.922538
-97.172352,33.00383
-97.080548,32.885841
-97.079714,32.780614
-97.206718,32.95611
-97.206718,32.95611
-97.274815,32.939123
-96.854462,33.072195
-96.955655,32.943574
-76.60511,40.289349
-97.992203,34.515491
-97.180763,32.68039
-96.798147,32.921797
-97.169908,32.963698
-97.268315,32.876568
-98.036189,30.289385
-86.799021,35.839934
-97.24578,33.142038
-97.167514,32.988304
-97.075862,33.087482
-97.013287,33.00353
-98.985672,31.685337
-71.219469,42.497953
-97.087178,32.951766
-84.725624,33.88677
-82.102477,34.159791
-97.226411,32.969913
-85.289624,41.023886
-95.70081,29.6906
-97.261891,32.939755
-96.982105,32.968414
-97.023814,33.009039
-97.222413,32.93734
-97.339514,32.916324
-97.145655,32.865603
-97.44644,33.12671
-97.209517,32.912854
-97.174551,32.948706
-97.354026,33.06719
-97.612347,33.215361
-119.801756,36.306643
-97.364392,32.991299
-97.22616,32.99857
-97.089848,32.887118
-97.213803,32.968592
-97.322223,33.042343
-97.141649,32.846593
-96.310774,32.964937
-97.086312,33.129279
-97.210662,32.923129
-97.102973,32.958507
-97.042537,33.052617
-97.120575,31.538465
-94.333305,38.644878
-96.971322,32.828663
-97.095125,32.897044
-97.259852,32.958312
-97.142129,32.920011
-97.172352,33.00383
-97.147624,32.920892
-97.147624,32.920892
-97.178118,32.965884
-97.152749,32.919598
-97.152749,32.919598
-97.152749,32.919598
-97.218119,32.970332
-97.189039,33.007324
-97.189039,33.007324
-97.136587,32.889369
-97.136587,32.889369
-97.30112,32.900291
-97.30112,32.900291
-97.30112,32.900291
-97.209562,32.891328
-97.209562,32.891328
-97.24426,33.00935
-97.385842,32.694057
-97.208692,32.828869
-97.208718,33.003043
-73.83858,40.926513
-97.023383,33.063704
-97.61865,30.54848
-97.290277,32.959486
-97.650079,27.869107
-97.290277,32.959486
-97.290277,32.959486
-97.201809,32.960932
-97.137219,32.981318
-97.137219,32.981318
-97.137219,32.981318
-97.109293,32.895793
-97.234625,32.961647
-84.681284,38.925348
-97.12,32.776145
-96.94498,32.921979
-97.26528,32.95931
-97.189062,33.013282
-97.178868,32.883457
-97.214905,32.932644
-97.05604,32.798545
-97.079015,32.864069
-96.786309,34.783344
-97.144373,32.71188
-90.079228,32.454539
-97.208343,33.004992
-97.691566,32.748724
-95.180637,29.505178
-97.121964,32.93759
-108.564545,45.792008
-97.100321,32.974522
-97.174381,32.992007
-97.250462,32.914388
-97.249895,32.92461
-97.10189,32.9715
-87.916678,42.204107
-96.885891,33.173192
-97.198311,33.011421
-97.105623,32.909329
-97.12586,32.896982
-82.372825,28.193073
-97.079493,32.779304
-96.677042,33.031906
-97.21076,33.00579
-97.391402,32.643192
-97.109293,32.895793
-97.533396,35.706093
-97.533396,35.706093
-97.186923,32.974992
-97.10577,32.908842
-97.259987,32.948272
-97.125195,32.971741
-97.125195,32.971741
-97.13875,32.929267
-97.183942,32.944702
-97.183942,32.944702
-97.183942,32.944702
-97.180701,32.90491
-97.175317,32.93603
-97.131458,32.883328
-97.131458,32.883328
-97.126162,32.959447
-97.126162,32.959447
-97.241478,32.962356
-97.241478,32.962356
-97.264929,32.965822
-97.179633,32.896194
-97.29107,32.952776
-97.234136,32.963377
-97.172856,32.887037
-97.181793,33.018409
-97.181793,33.018409
-97.233877,32.949545
-97.188674,32.942569
-97.132734,32.888863
-97.166284,32.889915
-97.166284,32.889915
-97.166284,32.889915
-97.166284,32.889915
-97.166284,32.889915
-71.539941,42.935914
-97.190824,32.959171
-97.43893,32.68523
-82.767899,28.150257
-97.168715,32.940017
-97.148228,32.909369
-97.166284,32.889915
-121.982902,38.440922
-97.198655,32.926663
-97.123391,32.966077
-96.772422,32.828859
-97.067179,32.943524
-97.223899,32.876422
-97.170975,32.999209
-72.372174,41.111146
-97.005537,33.055911
-97.18933,33.014343
-97.129056,32.976284
-97.18206,32.959152
-97.128512,32.862427
-97.128512,32.862427
-97.173038,32.964581
-97.173038,32.964581
-97.128798,32.886202
-96.984396,32.819133
-80.343711,40.588791
-80.343711,40.588791
-97.180766,32.901908
-97.290588,32.926546
-97.08497,33.051498
-97.230221,32.959502
-97.230221,32.959502
-97.195734,32.972927
-97.195734,32.972927
-97.115791,33.105463
-96.890124,33.193673
-97.159373,32.955152
-97.197598,32.923858
-97.282639,32.890532
-98.129388,30.271695
-97.164544,32.960766
-97.190877,32.925327
-97.194576,32.93893
-97.194576,32.93893
-97.115791,33.105463
-97.507706,33.059164
-97.24067,32.914249
-97.24067,32.914249
-97.226027,32.968115
-97.226027,32.968115
-97.29107,32.952776
-97.305108,32.912726
-97.141142,32.965604
-97.2982,33.02082
-97.14559,32.927722
-97.241348,32.905463
-97.241348,32.905463
-97.241348,32.905463
-97.38177,32.979532
-97.197444,32.923744
-97.001444,32.874165
-87.447069,37.963337
-97.121871,32.889526
-97.223548,32.919976
-97.223548,32.919976
-97.131918,32.876194
-97.131918,32.876194
-97.196618,32.958565
-97.196618,32.958565
-96.868118,32.919472
-96.868118,32.919472
-97.21168,33.018243
-97.229809,33.019756
-97.229809,33.019756
-97.124466,33.080083
-97.169909,33.002853
-97.169909,33.002853
-97.186286,32.896936
-97.186286,32.896936
-82.827506,40.063258
-97.084951,33.00748
-97.084951,33.00748
-97.084951,33.00748
-97.247646,32.881129
-97.081087,32.864224
-97.081087,32.864224
-97.163811,32.932887
-97.018601,33.155154
-97.018601,33.155154
-97.018601,33.155154
-97.145578,32.964707
-96.995535,32.984996
-96.94284,32.904834
-96.995468,32.975888
-97.207866,32.965806
-112.863532,32.369828
-97.431614,32.650388
-97.168268,32.987996
-97.187582,32.961427
-97.268884,32.970525
-97.049275,33.023336
-97.12696,33.083981
-75.692043,39.747923
-97.077025,32.944965
-97.077025,32.944965
-97.145404,32.908822
-97.09745,32.598224
-97.09745,32.598224
-97.201417,32.963372
-97.201417,32.963372
-97.13875,32.929267
-97.183195,32.914993
-97.106854,32.950754
-97.138381,32.97151
-74.739086,40.296055
-97.265166,32.945196
-97.265166,32.945196
-97.299758,32.911696
-97.299758,32.911696
-84.376522,33.965647
-102.160277,31.992274
-102.160277,31.992274
-92.523039,34.629847
-97.230969,32.913299
-97.230969,32.913299
-97.355208,32.644625
-97.104946,32.844471
-97.104946,32.844471
-97.673938,33.336051
-97.673938,33.336051
-97.265536,32.883567
-84.121382,41.127932
-84.121382,41.127932
-97.137239,32.893947
-97.137239,32.893947
-97.16346,32.91872
-97.223533,32.932501
-97.223533,32.932501
-97.223533,32.932501
-97.387698,32.931366
-97.387698,32.931366
-96.947925,32.950198
-96.947925,32.950198
-97.244756,32.965647
-97.244756,32.965647
-97.244756,32.965647
-122.091731,37.395905
-122.091731,37.395905
-97.160247,32.935018
-97.161078,33.056707
-97.073076,33.228535
-98.099462,30.390891
-97.099951,32.941795
-97.099951,32.941795
-97.136332,32.88884
-97.214699,32.980725
-97.162187,33.073354
-97.002585,32.831957
-96.995797,32.953016
-96.960049,32.958277
-97.237481,32.965894
-97.237481,32.965894
-97.122862,32.600585
-97.176519,32.977631
-97.176519,32.977631
-97.168162,32.753018
-97.168162,32.753018
-97.12335,32.962839
-95.029011,29.5297
-95.029011,29.5297
-97.319075,33.046175
-97.335669,32.870341
-97.335669,32.870341
-97.004847,32.466475
-97.240606,32.967377
-101.93709,34.96622
-101.93709,34.96622
-75.029155,39.77211
-75.029155,39.77211
-97.098633,32.863783
-97.098633,32.863783
-97.056986,33.003672
-97.056986,33.003672
-97.056986,33.003672
-96.90816,32.967605
-96.90816,32.967605
-97.557945,35.556122
-98.508519,33.889432
-98.508519,33.889432
-97.040706,33.073316
-97.040706,33.073316
-94.685899,38.778899
-75.32249,40.213093
-75.32249,40.213093
-97.36884,33.07645
-96.963138,32.960557
-97.125548,33.080124
-97.125548,33.080124
-122.154208,47.170511
-122.154208,47.170511
-97.292449,32.913329
-97.292449,32.913329
-97.22985,32.914422
-97.22985,32.914422
-97.119603,33.099893
-96.714003,32.85086
-97.121624,32.904705
-97.185576,33.015451
-98.603446,33.11341
-97.072004,32.632048
-77.00312,38.536419
-94.941229,29.329236
-96.997649,32.953144
-96.997649,32.953144
-97.281516,32.958992
-97.241809,32.963774
-97.005037,32.852264
-97.15231,32.949059
-97.180637,32.943063
-105.135833,39.586318
-82.748124,27.789983
-99.769842,32.420281
-71.948544,42.354552
-83.255578,42.130426
-97.107416,32.946285
-97.099011,32.873374
-94.040199,30.91687
-97.266606,32.495837
-97.081716,32.778782
-97.189215,33.010866
-97.073944,33.043574
-97.110414,32.913894
-97.823121,33.145354
-119.883899,36.256312
-97.114471,32.899579
-97.167868,33.007136
-97.128981,33.171533
-97.199582,32.930323
-96.945639,32.947211
-102.117059,32.003901
-97.216708,32.927945
-97.078661,32.881787
-119.87626,36.267143
-97.36537,32.680019
-97.119328,32.891645
-97.084116,33.004184
-97.118646,32.89837
-97.222165,32.951919
-97.38884,32.937249
-122.286298,37.771089
-97.418593,32.981281
-97.186854,32.991793
-97.166829,32.934303
-97.161338,32.587997
-97.089988,32.858862
-93.126844,36.225573
-97.03096,33.126453
-78.371144,36.001432
-97.213935,32.929915
-95.197339,29.499731
-101.972954,35.042282
-97.102506,32.956218
-97.127449,32.965914
-97.571289,32.897442
-97.424845,32.741192
-99.900603,32.748905
-96.92112,32.827438
-97.070347,32.959003
-97.231503,32.895334
-97.07656,33.011773
-95.7354,39.395133
-97.170751,32.939401
-97.072968,32.782118
-97.1747,32.98052
-122.561492,45.427002
-122.561492,45.427002
-95.653373,36.416534
-97.303936,32.921336
-97.303936,32.921336
-97.1899,33.00991
-97.1899,33.00991
-96.42031,32.68921
-97.92554,32.61872
-97.92554,32.61872
-99.16591,31.35239
-97.17581,32.976423
-97.17581,32.976423
-97.200757,32.925578
-97.200757,32.925578
-97.200757,32.925578
-97.111984,32.964257
-97.111984,32.964257
-97.146606,32.999086
-97.240157,32.926163
-97.240157,32.926163
-97.201333,32.997028
-97.097556,32.867559
-97.147547,32.828131
-97.125853,32.928354
-97.301704,32.923624
-97.146919,32.94567
-97.146919,32.94567
-97.380439,32.929052
-97.380439,32.929052
-97.142397,32.941899
-97.766514,33.189863
-97.081947,32.875323
-97.155294,32.920415
-97.599465,33.215418
-97.599465,33.215418
-97.382601,32.979632
-97.095772,33.045457
-97.126414,32.925925
-97.079332,32.951808
-97.16148,32.93704
-97.16148,32.93704
-97.21194,32.910421
-97.21194,32.910421
-97.289535,32.955671
-97.728308,33.230299
-97.728308,33.230299
-97.728308,33.230299
-96.751603,32.809146
-97.124564,32.870161
-97.124564,32.870161
-97.124564,32.870161
-97.124564,32.870161
-97.124564,32.870161
-97.087393,33.152104
-80.347235,25.734917
-97.180766,32.901908
-97.122892,32.980238
-96.934144,32.871452
-97.164479,32.924357
-97.195734,32.972927
-97.131918,32.876194
-97.213594,32.921805
-97.14807,32.873721
-95.734867,30.008795
-97.257882,33.558649
-97.157074,32.938437
-78.821927,35.789078
-97.344909,32.948014
-97.090843,32.767516
-101.851326,35.190659
-93.708567,32.646615
-97.123708,32.937038
-97.194875,32.96033
-97.116627,33.251676
-97.174521,32.705012
-97.176708,32.744383
-97.451855,32.891738
-97.059901,32.793698
-97.12755,32.976091
-97.105314,32.908741
-97.124294,32.848355
-86.924264,33.303891
-97.1137,32.642152
-97.131034,33.223401
-81.487348,30.30982
-97.100207,32.948329
-97.393667,32.342122
-97.214902,32.931651
-97.745769,32.731585
-96.571391,33.727301
-97.194266,32.956787
-104.858416,39.751918
-97.082227,32.870459
-97.073519,33.018688
-96.707323,33.448458
-72.978884,41.655123
-97.14023,32.96041
-98.487038,34.635769
-98.485152,29.649835
-97.194852,32.923069
-97.12106,32.929133
-97.192161,33.01585
-97.092867,32.780073
-97.5626,35.538575
-95.8084,32.2791
-97.19206,32.925815
-97.240486,32.373867
-97.319416,32.857748
-97.114872,32.967454
-97.658037,33.226656
-88.170431,41.855288
-96.983528,32.910838
-97.139791,32.853906
-97.113338,32.834257
-97.295703,32.959044
-81.320416,28.280421
-95.661508,29.965959
-97.087393,33.152104
-96.934943,32.872166
-97.126275,32.932233
-97.126275,32.932233
-97.126275,32.932233
-97.241816,32.917675
-97.241816,32.917675
-97.186258,32.967728
-97.128877,32.932737
-97.291629,32.875806
-97.07507,33.057938
-88.346473,41.841791
-88.346473,41.841791
-117.580001,34.020542
-97.077462,32.947899
-97.077462,32.947899
-97.234002,32.896177
-97.046704,33.033782
-97.128501,32.936179
-97.189246,32.944289
-97.075886,33.09359
-97.776692,32.754191
-96.833165,46.856549
-97.114485,32.858651
-97.633318,32.69596
-97.116357,32.962378
-97.191892,32.912847
-96.777647,33.236105
-97.06616,33.086283
-97.106383,32.917738
-97.193319,32.923245
-96.981713,32.867384
-71.617002,41.668503
-97.098719,33.025171
-74.342261,40.303731
-105.132268,40.575167
-97.16122,32.854155
-97.094585,32.880965
-97.16333,32.878115
-96.853565,32.59195
-97.089493,32.9383
-96.990509,32.840415
-97.243562,32.928741
-97.077989,32.848319
-97.185524,33.105232
-117.430788,33.926407
-97.107487,32.902613
-97.11117,32.895365
-101.899214,33.498192
-96.84103,32.938083
-97.163694,32.861236
-97.245023,32.896313
-97.03014,33.12152
-97.096761,33.045138
-96.982961,32.863098
-118.18345,34.695221
-88.060841,41.80835
-97.137587,32.87687
-97.260139,32.964745
-96.960177,33.00964
-97.190758,32.873889
-97.174895,33.00323
-97.174895,33.00323
-97.063298,32.93839
-97.297623,32.918887
-97.215806,32.903501
-97.215806,32.903501
