lng,lat
-96.806756,32.723011
-96.667134,32.759162
-95.637643,31.767308
-96.600405,32.720974
-96.87045,32.758551
-97.105083,32.754438
-96.653719,32.754786
-97.38692,32.360244
-96.704375,32.773001
-96.66521,32.743677
-96.811668,32.661234
-96.816685,32.714047
-96.643554,32.726184
-96.58708,32.754472
-96.893351,32.718532
-97.013746,32.729798
-97.247828,32.739349
-96.61939,32.728793
-96.750984,32.764147
-96.828052,32.651695
-97.265773,32.70786
-96.654085,32.754111
-97.369397,32.788631
-96.862183,32.722476
-97.33196,32.816726
-97.341504,32.668069
-97.290827,32.736959
-97.363441,32.787303
-97.345369,32.694431
-97.343442,32.690465
-97.339328,32.666206
-97.334451,32.686452
-97.378827,32.628456
-96.936171,32.833577
-96.609766,33.194303
-96.701923,32.769996
-96.810284,32.716515
-96.80697,32.741333
-96.69626,32.732844
-96.861123,32.836319
-96.680559,32.857611
-96.871142,32.729088
-96.775622,32.704337
-96.697959,32.734789
-96.74584,32.789788
-96.886031,32.667846
-97.311901,32.716267
-97.274293,32.643465
-96.88628,32.73743
-96.673494,32.760637
-96.958,32.8222
-96.958,32.8222
-96.958,32.8222
-96.958,32.8222
-96.628339,32.900175
-97.03946,32.742836
-96.81354,32.72373
-96.836038,32.635022
-97.322032,32.71618
-97.387445,32.360287
-97.228005,32.80197
-97.112931,33.227776
-96.812937,32.719223
-97.253812,32.700946
-96.984619,32.726912
-97.354977,32.790746
-97.35736,32.769835
-97.753938,33.211742
-96.615272,32.739785
-96.885959,32.72469
-96.886103,32.738215
-96.846593,32.722059
-96.694959,32.767559
-96.786681,32.708093
-97.782733,33.19875
-96.826694,32.6104
-96.301816,32.735271
-97.307909,32.710717
-97.236937,32.67869
-96.81544,32.718689
-97.351517,32.682984
-97.00979,32.731265
-96.75,32.781032
-96.654672,32.712942
-96.66627,32.741272
-96.881797,32.747457
-97.285317,32.73546
-97.312537,32.739224
-97.263921,32.732018
-97.352199,32.810653
-97.41137,32.720481
-97.280945,32.795755
-96.88958,32.743294
-96.846806,32.779188
-97.402793,32.809271
-97.343502,32.808736
-97.244472,32.714573
-97.127396,32.650303
-97.232711,32.732411
-96.948915,32.810805
-96.618585,32.926212
-96.688674,32.75365
-96.816697,32.712075
-96.88628,32.73743
-97.085735,32.722254
-96.624867,32.320292
-97.329404,32.812549
-96.89193,32.935284
-95.660017,31.760248
-96.616511,32.633519
-96.704459,32.768862
-96.853973,32.785755
-96.874795,32.780411
-97.375881,32.358844
-96.795884,32.734538
-97.284395,32.780575
-97.28922,32.788172
-97.330598,32.814009
-96.26664,32.607061
-97.304738,32.790521
-97.326359,32.791951
-97.333293,32.678336
-97.338519,32.685767
-97.286827,32.72113
-96.886121,32.730485
-96.807946,32.698917
-96.717311,32.770533
-96.899052,32.669249
-97.405908,32.728995
-97.232589,32.741291
-97.238509,32.735786
-97.359372,32.791322
-97.359396,32.803151
-96.591699,32.68462
-96.573701,32.670211
-96.932647,32.806219
-96.713463,32.725693
-96.660371,32.734458
-96.714016,32.720618
-96.661872,32.706966
-96.827619,32.572979
-96.664534,32.670986
-96.675321,32.759162
-97.276743,32.728752
-97.32764,32.804625
-96.710472,32.639511
-97.385246,32.797172
-96.602006,32.704808
-96.835198,32.639188
-97.101924,32.742741
-97.333548,32.690728
-97.298023,32.777674
-97.393525,32.788467
-97.33793,32.665576
-97.333043,32.686065
-97.278343,32.626659
-96.875868,32.72326
-96.903734,32.744518
-96.928509,32.735055
-97.362283,32.784809
-96.615899,33.187654
-96.870673,32.792205
-96.791525,32.636465
-96.790105,32.710599
-96.812814,32.696691
-96.80696,32.727905
-97.087781,32.729422
-97.308406,32.78369
-97.136936,32.006535
-96.915211,32.686475
-96.711985,32.727414
-96.114402,33.131271
-97.294334,32.629091
-96.803029,32.691327
-96.88628,32.73743
-96.688771,32.597147
-97.012138,32.741106
-97.652104,31.923065
-96.118075,33.143315
-97.072476,32.727886
-96.650898,32.882531
-97.2616,32.8069
-96.641743,32.903451
-96.743068,32.714762
-96.777085,32.703628
-96.87259,32.783653
-96.90936,32.776249
