lng,lat
-96.97715,32.956559
-93.564112,41.600085
-97.164416,32.658519
-97.153138,32.981144
-97.153138,32.981144
-97.592681,33.230804
-97.088001,32.950008
-100.479223,31.395302
-100.479223,31.395302
-97.198558,33.000804
-97.198558,33.000804
-97.2047,33.07998
-97.2047,33.07998
-97.134357,32.865211
-97.134357,32.865211
-97.188467,32.974989
-97.188467,32.974989
-97.227462,33.012231
-97.227462,33.012231
-97.227462,33.012231
-97.115466,32.960596
-97.132899,32.858657
-97.132899,32.858657
-97.000795,33.01118
-97.000795,33.01118
-97.330717,32.88214
-97.330717,32.88214
-97.165866,32.918577
-97.165866,32.918577
-97.014541,33.012112
-97.014541,33.012112
-97.170323,32.896933
-97.170323,32.896933
-97.119455,32.960317
-97.119455,32.960317
-97.118832,32.932292
-97.15193,32.93247
-97.155152,32.842458
-97.155152,32.842458
-97.18262,32.99387
-97.18262,32.99387
-97.135354,32.968782
-97.135354,32.968782
-97.489529,32.950118
-97.489529,32.950118
-88.195533,42.196337
-88.195533,42.196337
-97.353506,32.95464
-97.353506,32.95464
-97.163587,32.938815
-97.163587,32.938815
-97.097633,33.013636
-96.970107,32.922364
-121.278622,37.678214
-97.194884,33.016007
-97.089568,33.02492
-97.096071,33.007651
-97.163597,32.937158
-97.171485,32.896206
-97.171485,32.896206
-97.171485,32.896206
-97.171485,32.896206
-97.171485,32.896206
-97.107411,33.178934
-97.107411,33.178934
-97.21532,33.007004
-97.10837,32.971628
-97.10837,32.971628
-97.414123,33.119972
-96.794825,32.808873
-96.794825,32.808873
-97.20952,32.882333
-97.128148,32.891575
-97.211667,32.896474
-97.211667,32.896474
-97.181585,32.904215
-97.181585,32.904215
-97.181585,32.904215
-97.138818,32.920511
-97.140716,32.931574
-97.140716,32.931574
-97.08047,32.864092
-97.08047,32.864092
-97.08047,32.864092
-97.183396,32.932556
-97.108294,32.966698
-97.968689,33.575596
-97.275956,32.949865
-97.189246,32.944289
-97.038653,32.982439
-97.139223,32.913948
-97.139223,32.913948
-97.20288,32.933096
-97.142045,32.935274
-97.129029,33.088741
-71.351211,41.866023
-79.862811,36.145191
-97.107995,32.882531
-97.107995,32.882531
-97.159009,32.92607
-97.159009,32.92607
-97.212523,32.843177
-97.18806,32.924722
-96.774017,32.862842
-96.774017,32.862842
-96.774017,32.862842
-97.280715,32.918432
-96.87631,33.149889
-96.87631,33.149889
-96.970129,32.908244
-97.110425,33.018683
-97.110425,33.018683
-97.079838,32.952383
-96.96678,32.967851
-96.96678,32.967851
-97.278564,32.955942
-97.278564,32.955942
-97.278564,32.955942
-95.942262,36.716609
-97.137119,32.879156
-97.142879,32.976553
-97.142879,32.976553
-97.142879,32.976553
-97.125894,33.087091
-97.125894,33.087091
-96.969937,32.965714
-97.093482,32.961943
-97.169744,32.992043
-97.169744,32.992043
-97.097633,33.013636
-97.250281,32.91408
-96.988647,32.987363
-96.988647,32.987363
-97.170272,32.968929
-97.17128,32.845725
-97.128501,32.936179
-97.083054,33.015724
-97.083054,33.015724
-97.172702,32.930321
-97.14807,32.873721
-97.14807,32.873721
-97.116099,32.903161
-97.116099,32.903161
-97.350662,32.909707
-97.262876,32.968449
-97.262876,32.968449
-97.149151,32.899415
-97.161954,32.936631
-97.161954,32.936631
-97.161954,32.936631
-97.12797,32.963943
-97.130065,32.924004
-97.130065,32.924004
